lost_id,num_matches,best_match,best_similarity
ca8e881a-025e-47bb-aabf-c81027bb8afd,5,0488fb12-45ee-4f13-b987-d84b69ae3c1b,0.9998133086542238
6bd20e5d-a60c-4bc6-821d-20b4a577f3ef,5,c9ef206d-0372-47c5-890a-0151207b63ef,0.9999488231800271
7834559b-55d2-41d0-99bc-a74f64bb699e,5,113238fe-f06a-4c69-b5b3-913df49dfd08,0.9999178650567413
a08f3be7-174f-4724-884d-bcd8c026d99f,5,9c3f2849-8c33-48eb-9126-69acdae0d072,0.9995699567937018
4c33173e-d915-439d-b68a-be1d6b7905ff,5,cd097df7-ef24-498b-bf51-7310e8022506,0.998708827222051
1b36d39d-00cf-46b5-adec-72d8a5b1857d,5,66d9f4eb-1c3c-4a7d-a1c9-1f660e05f7f0,0.9999024453614522
1b809494-637e-4869-a20f-b86431aec017,5,baf60096-21e8-4ef5-a9f8-0f3d0edb6232,0.9997114488093828
8409c89a-3389-4391-9e76-aa776f54ce80,5,aa31588d-3ea0-473c-8883-f23c931be154,0.9999187706743955
089c959c-578e-43b1-9e37-6bc8c6c00502,5,290650fb-f966-4e63-a368-4b1354a94aa7,0.9982103792757475
a56550aa-9898-487e-84e0-0e26758bfc38,5,40426b6f-020d-4d20-b3b0-6179a14adbec,0.9998267462581946
e3df8849-7ea9-4c01-b84b-8f73b0526396,5,f59ee977-623d-40a4-b814-f9ea4ff42408,0.9999409328571458
10a94a9d-a60b-4fd5-896b-57c9ab75a6e7,5,243358d7-9c86-41b0-89c7-783413094902,0.9984921315846563
0813a382-012b-4b45-8c6a-d3fbf94b9050,5,9c3f2849-8c33-48eb-9126-69acdae0d072,0.9996010150034789
bec4f401-6268-4659-a1de-25e9a6e73af7,5,b2cc5f9d-3955-49c5-99d7-b118c1260606,0.9999644002902456
a9606381-dfe5-40e3-a355-1bcf7f255a39,5,8ae28d66-28f4-4878-b6c7-f011722dba5e,0.9866754880651434
4c20eb57-2f8d-4130-bce3-2a6c7d4c50b3,5,245b04c7-52ea-4984-901f-4ad136d1610e,0.8730164335393299
f6d038d1-53ee-4cc5-8ff3-45cd35d94d6c,5,9c3f2849-8c33-48eb-9126-69acdae0d072,0.9997878090021663
9c628354-377d-4184-b85b-0eb9a370c5be,5,c9ef206d-0372-47c5-890a-0151207b63ef,0.999946696910964
da2244f8-7ecf-47da-baf6-0c40592529d4,5,4f6a0f1d-b1e9-4374-8844-1786711ce720,0.9989434929318775
f80d3c41-5f00-4605-8f47-4f49da808005,5,399f6dec-494d-4508-ba52-716a1b00baff,0.9999393321646797
ca0ef09a-f60c-4742-9a44-6fa761981a7b,5,baf60096-21e8-4ef5-a9f8-0f3d0edb6232,0.9997610574401783
9b663b2d-82e4-4ff3-9384-416fa7722242,5,16eb2fdf-f994-4ec3-98b4-0937032d2250,0.999954908248005
f66fa7dd-31b1-4a49-9577-d9822037d8a0,5,aa31588d-3ea0-473c-8883-f23c931be154,0.9999514848755215
24b31f4b-09f2-497a-a07e-59eb8bd430bd,5,381c3f9f-5e95-4765-942b-6972b236c59d,0.999919250117433
7dbbc37c-7ac5-4cd0-aa38-e7f2bc1ae072,5,f971275b-b8d7-4bb1-9368-66bb3bf43172,0.9999552184601207
a7793fb8-9eee-4f78-9d12-443e895a9934,5,9d29c276-cc2b-4dc7-8bb4-d57b1b740e06,0.9993288280990678
210331c0-6c0b-4330-b388-4a1cf0ab9d41,5,b2cc5f9d-3955-49c5-99d7-b118c1260606,0.9999699116012095
9cdac310-4576-4d49-8ead-a9c96150bd6d,5,66d9f4eb-1c3c-4a7d-a1c9-1f660e05f7f0,0.9999349914819842
